trip_id,date,dept_lat,dept_lon,arr_lat,arr_lon,vehicle_type,request_time,wait_time_min,trip_distance_km,est_time_min,actual_time_min,arr_time,fare_usd,surge_pricing,tip_usd,driver_rating,traffic_level,weather,estimated_CO2_g
1116,2026-02-15,11.541458,104.946786,11.592567,104.854675,Rickshaw,18:15,5,6.69,22,23,18:38,4.86,1.4,0.0,5,Medium,Windy,533.16
1117,2026-02-15,11.515903,104.916156,11.541095,104.920565,Remork,18:11,6,8.35,28,31,18:42,6.33,1.5,1.6,4,Very High,Cloudy,976.93
1118,2026-02-15,11.609439,104.936663,11.595065,104.942782,EV Car,13:59,11,5.22,17,20,14:19,4.15,1.2,0.0,5,Very High,Cloudy,23.62
1119,2026-02-15,11.54731,104.881496,11.583101,104.956633,Rickshaw,11:54,4,8.57,29,28,12:22,3.15,1.0,1.4,3,High,Cloudy,564.88
1120,2026-02-15,11.560086,104.878472,11.551901,104.873903,Rickshaw,12:38,5,3.85,13,18,12:56,1.57,1.0,0.0,5,High,Cloudy,198.43
1121,2026-02-15,11.567676,104.885522,11.538754,104.949947,Rickshaw,19:18,6,5.63,19,29,19:47,2.1,1.0,1.02,3,High,Clear,417.46
1122,2026-02-15,11.541752,104.955259,11.574745,104.946255,Rickshaw,08:31,4,5.05,17,23,08:54,2.23,1.2,0.61,4,High,Cloudy,393.67
1123,2026-02-15,11.533282,104.868058,11.588902,104.895448,Rickshaw,18:35,10,6.71,22,31,19:06,3.86,1.1,9.16,3,High,Clear,349.59
1124,2026-02-15,11.564309,104.922581,11.599796,104.942574,Rickshaw,06:51,4,5.39,18,17,07:08,2.39,1.0,1.38,5,Medium,Cloudy,312.69
1125,2026-02-15,11.515068,104.857904,11.57096,104.902783,Rickshaw,18:16,4,4.03,13,14,18:30,2.54,1.5,0.0,5,High,Clear,244.29
1126,2026-02-15,11.562211,104.87674,11.60722,104.926672,Rickshaw,06:38,4,7.91,26,28,07:06,3.43,1.0,1.77,5,Medium,Cloudy,570.21
1127,2026-02-15,11.54504,104.859755,11.583434,104.923717,EV Car,16:55,1,3.14,10,12,17:07,2.49,1.0,0.0,5,Low,Clear,22.35
1128,2026-02-15,11.601684,104.902435,11.538749,104.897772,Rickshaw,14:19,4,4.24,14,21,14:40,1.74,1.0,1.42,4,High,Clear,268.29
1129,2026-02-15,11.603287,104.856083,11.525798,104.955717,EV Car,21:01,1,7.1,24,25,21:26,5.31,1.0,0.0,5,Low,Clear,43.04
1130,2026-02-15,11.601683,104.924955,11.587809,104.96367,Rickshaw,09:22,3,6.28,21,21,09:43,4.17,1.4,1.46,5,Medium,Smog,392.74
1131,2026-02-15,11.535322,104.879046,11.588656,104.853736,Remork,08:44,7,7.39,25,33,09:17,3.48,1.0,0.0,5,Very High,Clear,801.73
1132,2026-02-15,11.53647,104.870754,11.517583,104.867432,Rickshaw,08:18,5,7.48,25,29,08:47,3.95,1.1,0.0,5,Very High,Clear,519.86
1133,2026-02-15,11.587239,104.953184,11.569382,104.965272,EV Car,11:01,5,7.44,25,28,11:29,5.63,1.0,0.91,5,Medium,Clear,17.55
1134,2026-02-15,11.5468,104.898333,11.543315,104.895452,Rickshaw,11:53,3,6.25,21,22,12:15,2.57,1.0,1.65,4,Low,Cloudy,411.28
1135,2026-02-15,11.579687,104.875674,11.546114,104.937173,Rickshaw,12:39,5,5.6,19,24,13:03,3.39,1.4,0.0,4,High,Smog,431.81
1136,2026-02-15,11.609165,104.867302,11.548728,104.88947,Rickshaw,13:47,9,7.54,25,37,14:24,4.98,1.3,1.85,5,Very High,Clear,536.41
1137,2026-02-15,11.576892,104.857757,11.601667,104.962509,EV Car,07:29,6,2.0,7,19,07:48,1.75,1.4,1.24,4,Very High,Smog,2.06
1138,2026-02-15,11.530637,104.955849,11.533259,104.866638,EV Car,06:57,7,3.24,11,15,07:12,2.48,1.0,1.12,5,Very High,Windy,7.52
1139,2026-02-15,11.596223,104.933389,11.535618,104.937404,Rickshaw,08:07,5,3.69,12,20,08:27,2.0,1.2,1.74,5,High,Cloudy,219.77
1140,2026-02-16,11.547806,104.940115,11.544064,104.957233,Rickshaw,08:16,8,5.9,20,23,08:39,3.33,1.5,0.61,2,Very High,Clear,430.03
1141,2026-02-16,11.560305,104.89794,11.599008,104.933103,Rickshaw,12:44,11,8.28,28,39,13:23,4.12,1.2,0.0,4,Very High,Smog,425.8
1142,2026-02-16,11.537588,104.879118,11.516234,104.963351,Rickshaw,17:33,3,8.72,29,30,18:03,5.38,1.3,0.0,4,Medium,Cloudy,662.35
1143,2026-02-16,11.544484,104.946487,11.568431,104.867532,EV Car,18:00,4,6.59,22,21,18:21,6.68,1.4,0.7,4,Medium,Clear,23.88
1144,2026-02-16,11.529797,104.964073,11.570459,104.874626,Rickshaw,22:51,2,6.8,23,22,23:13,3.48,1.0,0.0,5,Low,Clear,382.68
1145,2026-02-16,11.516908,104.913457,11.520808,104.925481,Rickshaw,18:13,7,8.4,28,43,18:56,5.0,1.5,0.0,5,Very High,Clear,557.89
1146,2026-02-16,11.566956,104.886356,11.589198,104.859515,Rickshaw,16:04,2,3.73,12,15,16:19,1.96,1.0,0.0,5,Medium,Clear,233.04
1147,2026-02-16,11.532062,104.912897,11.560531,104.924936,Motor Dup,18:21,8,7.6,25,34,18:55,3.22,1.2,0.0,5,Very High,Clear,553.62
1148,2026-02-16,11.602483,104.94128,11.553529,104.9169,Motor Dup,11:00,2,6.68,22,23,11:23,3.14,1.2,0.0,3,Medium,Cloudy,555.28
1149,2026-02-16,11.5654,104.929477,11.555242,104.877521,Rickshaw,15:40,4,8.19,27,31,16:11,3.55,1.0,0.0,1,Medium,Clear,575.04
1150,2026-02-16,11.604362,104.8887,11.585713,104.863569,Rickshaw,18:44,4,4.2,14,20,19:04,1.92,1.2,0.0,4,High,Smog,325.3
1151,2026-02-16,11.517707,104.852485,11.543377,104.873936,Motor Dup,11:11,6,8.44,28,35,11:46,2.43,1.0,0.0,4,High,Windy,561.48
1152,2026-02-16,11.59376,104.928857,11.532216,104.915957,Rickshaw,18:12,3,4.84,16,18,18:30,3.0,1.5,0.0,4,High,Clear,320.62
1153,2026-02-16,11.601766,104.883349,11.588409,104.926034,EV Car,09:35,5,5.68,19,25,10:00,3.91,1.0,0.0,5,High,Windy,19.52
1154,2026-02-16,11.602821,104.863132,11.594756,104.934552,Rickshaw,16:22,3,4.92,16,16,16:38,2.09,1.0,0.0,5,Low,Cloudy,282.42
1155,2026-02-16,11.601263,104.963922,11.545064,104.868542,Remork,15:04,2,5.17,17,15,15:19,2.77,1.0,0.0,3,Low,Clear,440.95
1156,2026-02-16,11.566458,104.87853,11.544805,104.853349,Rickshaw,19:11,5,4.55,15,14,19:25,2.78,1.3,1.07,5,Medium,Clear,273.49
1157,2026-02-16,11.556854,104.891247,11.516268,104.904173,Rickshaw,21:23,1,2.25,8,8,21:31,0.93,1.0,0.76,5,Low,Clear,178.21
1158,2026-02-16,11.574502,104.934704,11.552495,104.961593,Remork,13:35,8,5.63,19,29,14:04,4.11,1.3,1.73,3,Very High,Clear,528.42
1159,2026-02-16,11.513411,104.925728,11.578696,104.946188,Remork,19:12,6,5.97,20,28,19:40,5.18,1.5,1.99,5,High,Clear,486.94
1160,2026-02-16,11.530653,104.877933,11.570236,104.910374,Remork,17:21,1,5.55,18,18,17:39,3.77,1.4,0.0,5,Low,Cloudy,581.57
1161,2026-02-16,11.54764,104.95646,11.609772,104.959708,Rickshaw,12:13,3,2.91,10,15,12:28,2.22,1.5,0.0,4,High,Clear,171.27
1162,2026-02-16,11.53797,104.948198,11.584683,104.903134,Rickshaw,19:50,5,5.81,19,30,20:20,3.18,1.0,1.79,5,Very High,Clear,451.23
1163,2026-02-16,11.568355,104.896648,11.523038,104.954091,EV Car,22:29,4,5.67,19,20,22:49,3.76,1.0,1.65,5,Medium,Cloudy,52.31
1164,2026-02-16,11.551325,104.923633,11.607438,104.963952,Rickshaw,10:50,1,11.72,39,39,11:29,6.39,1.0,0.8,4,Low,Clear,664.05
1165,2026-02-16,11.536114,104.918694,11.592748,104.890776,Remork,11:55,8,4.94,16,25,12:20,2.53,1.0,0.0,5,Very High,Clear,438.53
1166,2026-02-16,11.521127,104.954706,11.569249,104.952558,Rickshaw,18:54,6,5.51,18,24,19:18,2.88,1.2,0.88,4,Very High,Cloudy,420.68
1167,2026-02-16,11.543642,104.895065,11.606652,104.904818,Remork,07:05,7,7.53,25,26,07:31,3.85,1.1,0.0,5,Very High,Clear,700.69
1168,2026-02-16,11.545502,104.967811,11.593902,104.953144,Rickshaw,11:58,4,8.43,28,30,12:28,3.51,1.0,0.89,4,High,Cloudy,573.35
1169,2026-02-16,11.558648,104.932863,11.558464,104.92191,Rickshaw,07:13,6,7.44,25,28,07:41,4.9,1.3,0.0,4,High,Cloudy,527.6
1170,2026-02-16,11.585799,104.941568,11.525812,104.969243,Rickshaw,16:41,3,7.25,24,23,17:04,3.43,1.2,0.0,5,Medium,Clear,411.91
1171,2026-02-16,11.532277,104.910049,11.586981,104.91979,Remork,08:55,7,9.04,30,46,09:41,6.55,1.3,0.0,5,Very High,Smog,1062.68
1172,2026-02-16,11.601307,104.942384,11.547363,104.909352,Rickshaw,21:26,2,3.39,11,14,21:40,1.76,1.0,0.0,3,Medium,Cloudy,199.38
1173,2026-02-16,11.548084,104.925925,11.53738,104.855601,Rickshaw,09:47,4,5.15,17,16,10:03,2.5,1.0,1.69,3,Medium,Cloudy,313.54
1174,2026-02-16,11.530295,104.964165,11.56138,104.886099,Rickshaw,06:06,3,4.73,16,23,06:29,3.45,1.5,7.51,5,High,Smog,373.92
1175,2026-02-16,11.541279,104.93406,11.57811,104.941918,EV Car,06:09,3,5.25,18,20,06:29,3.47,1.0,0.0,5,Medium,Smog,1.63
1176,2026-02-16,11.573994,104.962642,11.567449,104.862675,Rickshaw,20:10,2,4.54,15,15,20:25,2.0,1.0,1.32,2,Low,Smog,322.63
1177,2026-02-16,11.588855,104.940801,11.526513,104.889046,Motor Dup,16:31,4,4.29,14,18,16:49,1.59,1.0,0.0,4,Medium,Cloudy,378.27
1178,2026-02-16,11.60163,104.862293,11.568545,104.855161,Motor Dup,14:00,4,4.91,16,18,14:18,1.39,1.0,0.0,5,High,Clear,432.57
1179,2026-02-16,11.588818,104.966203,11.526274,104.893753,Remork,19:32,3,7.65,26,26,19:58,4.54,1.0,0.7,5,Low,Clear,774.29
1180,2026-02-16,11.584278,104.884433,11.598321,104.953721,EV Car,16:22,2,7.46,25,26,16:48,7.31,1.2,0.0,5,Low,Windy,45.34
1181,2026-02-16,11.565271,104.917593,11.521474,104.890567,Rickshaw,12:20,1,3.8,13,15,12:35,2.0,1.5,1.68,3,Low,Cloudy,288.18
1182,2026-02-16,11.565234,104.927732,11.559292,104.928383,Rickshaw,15:31,3,3.38,11,10,15:41,1.44,1.0,0.0,5,Medium,Clear,257.15
1183,2026-02-16,11.545904,104.881816,11.603677,104.933462,Remork,16:34,1,5.48,18,20,16:54,2.83,1.0,0.99,4,Low,Clear,511.73
1184,2026-02-16,11.604185,104.965891,11.514624,104.865441,Rickshaw,17:49,7,9.32,31,40,18:29,7.65,1.5,0.0,5,Very High,Clear,498.4
1185,2026-02-16,11.599699,104.88772,11.607888,104.939638,Remork,12:21,5,5.43,18,19,12:40,3.37,1.1,0.0,3,High,Cloudy,544.01
1186,2026-02-16,11.534591,104.968022,11.568365,104.926517,Remork,15:12,3,7.97,27,25,15:37,4.1,1.1,0.0,4,Low,Cloudy,891.76
1187,2026-02-16,11.579759,104.915625,11.56062,104.876706,Remork,19:32,3,7.98,27,31,20:03,3.71,1.0,0.65,5,Medium,Windy,754.44
1188,2026-02-16,11.53763,104.963727,11.515276,104.932005,EV Car,08:48,9,3.16,11,12,09:00,2.72,1.4,0.0,5,High,Clear,12.41
1189,2026-02-16,11.512981,104.908206,11.526386,104.953751,EV Car,16:23,4,9.12,30,32,16:55,6.89,1.0,0.0,4,Low,Clear,53.37
1190,2026-02-16,11.57137,104.862794,11.517985,104.870954,Rickshaw,08:26,6,4.51,15,19,08:45,2.73,1.3,1.44,5,High,Clear,229.68
1191,2026-02-16,11.551547,104.895393,11.569724,104.880954,Remork,08:49,6,4.47,15,20,09:09,2.81,1.2,1.79,5,High,Cloudy,386.75
1192,2026-02-16,11.591103,104.89715,11.554462,104.951323,EV Car,08:35,5,6.02,20,25,09:00,4.72,1.2,1.02,4,High,Cloudy,5.9
1193,2026-02-16,11.588178,104.952434,11.561179,104.875678,Remork,08:37,3,8.37,28,35,09:12,5.76,1.2,0.0,5,High,Cloudy,919.34
1194,2026-02-16,11.523205,104.940088,11.52688,104.896291,Rickshaw,18:54,2,2.92,10,12,19:06,1.72,1.3,0.0,2,Medium,Clear,175.94
1195,2026-02-16,11.60678,104.926207,11.566951,104.864121,Rickshaw,22:06,1,5.59,19,21,22:27,2.14,1.0,0.0,4,Low,Clear,365.51
1196,2026-02-16,11.581413,104.867419,11.587226,104.956319,Rickshaw,19:44,4,5.51,18,27,20:11,3.09,1.3,0.0,5,High,Clear,285.63
1197,2026-02-16,11.60421,104.879199,11.532601,104.873594,Rickshaw,08:50,5,8.17,27,31,09:21,4.28,1.4,3.66,4,High,Cloudy,554.73
1198,2026-02-16,11.527288,104.896751,11.511872,104.868734,Rickshaw,20:24,2,7.57,25,23,20:47,3.2,1.0,1.77,5,Low,Smog,436.76
1199,2026-02-16,11.517344,104.873686,11.569326,104.858898,Motor Dup,17:16,7,6.0,20,32,17:48,2.39,1.3,0.0,5,Very High,Cloudy,368.71
1200,2026-02-16,11.603254,104.869709,11.54178,104.887068,EV Car,18:00,8,4.8,16,26,18:26,4.38,1.5,0.0,5,Very High,Cloudy,6.03
1201,2026-02-16,11.562954,104.933443,11.576759,104.874567,Rickshaw,19:59,2,5.38,18,19,20:18,2.22,1.0,1.36,5,Low,Clear,296.96
1202,2026-02-16,11.590487,104.945889,11.601845,104.87199,Rickshaw,11:49,2,3.21,11,11,12:00,1.71,1.0,0.0,4,Low,Cloudy,191.9
1203,2026-02-16,11.59788,104.946806,11.528223,104.877978,Rickshaw,10:54,2,3.55,12,14,11:08,1.38,1.0,0.0,5,Low,Clear,188.9
1204,2026-02-16,11.591571,104.910041,11.570329,104.960798,Rickshaw,13:12,3,4.08,14,16,13:28,1.61,1.1,0.0,5,Medium,Clear,206.57
1205,2026-02-16,11.570886,104.96698,11.594001,104.893908,EV Car,17:22,5,8.83,29,30,17:52,8.34,1.4,0.0,3,High,Clear,24.11
1206,2026-02-16,11.535687,104.866335,11.547741,104.898349,Remork,20:27,3,4.68,16,14,20:41,2.19,1.0,0.0,5,Low,Windy,455.93
1207,2026-02-16,11.586747,104.873989,11.584223,104.867262,Rickshaw,06:40,4,9.07,30,30,07:10,4.09,1.0,0.0,4,Medium,Windy,638.17
1208,2026-02-17,11.575811,104.869476,11.518208,104.943949,Rickshaw,17:46,6,5.65,19,23,18:09,2.25,1.1,0.0,3,Very High,Clear,346.63
1209,2026-02-17,11.582118,104.871874,11.530684,104.919816,Motor Dup,07:25,5,9.57,32,40,08:05,4.81,1.5,0.0,1,High,Clear,702.24
1210,2026-02-17,11.556415,104.860706,11.539291,104.856634,Motor Dup,07:18,4,1.98,7,7,07:25,0.72,1.1,0.0,5,High,Clear,175.76
1211,2026-02-17,11.566335,104.863139,11.524003,104.919052,Rickshaw,12:45,8,10.18,34,41,13:26,4.72,1.2,0.0,5,Very High,Clear,737.67
1212,2026-02-17,11.587087,104.879381,11.560089,104.965166,Rickshaw,16:02,6,7.16,24,31,16:33,3.36,1.0,4.97,5,High,Cloudy,437.25
1213,2026-02-17,11.600881,104.945809,11.555486,104.888487,Rickshaw,18:06,5,5.82,19,27,18:33,3.64,1.2,0.0,5,High,Cloudy,300.52
1214,2026-02-17,11.51958,104.905893,11.568855,104.881703,Remork,12:34,7,11.24,37,42,13:16,7.29,1.3,1.9,5,Very High,Windy,963.64
1215,2026-02-17,11.551553,104.863415,11.54448,104.90423,Remork,07:52,8,9.17,31,39,08:31,7.46,1.5,0.0,4,Very High,Smog,884.24
1216,2026-02-17,11.564216,104.935991,11.606387,104.925326,Rickshaw,11:52,4,4.79,16,17,12:09,1.96,1.0,0.0,3,High,Clear,285.44
1217,2026-02-17,11.598849,104.898871,11.574043,104.871137,EV Car,18:49,13,5.73,19,26,19:15,6.46,1.5,0.0,5,Very High,Windy,15.39
1218,2026-02-17,11.578522,104.969813,11.535893,104.94533,EV Car,06:30,3,6.71,22,26,06:56,5.37,1.0,1.99,5,High,Clear,66.84
1219,2026-02-17,11.555107,104.88498,11.510485,104.914884,EV Car,12:39,6,4.29,14,26,13:05,3.04,1.1,0.0,5,Very High,Cloudy,6.84
1220,2026-02-17,11.538265,104.948187,11.563155,104.963075,Rickshaw,18:11,6,6.27,21,30,18:41,3.76,1.3,0.0,3,High,Windy,318.78
1221,2026-02-17,11.591126,104.905438,11.561944,104.886101,EV Car,09:15,3,4.26,14,16,09:31,3.06,1.0,4.5,5,Low,Clear,34.09
1222,2026-02-17,11.534249,104.918039,11.545362,104.967716,Rickshaw,13:50,5,8.1,27,35,14:25,5.16,1.2,0.0,4,High,Cloudy,557.12
1223,2026-02-17,11.588158,104.866158,11.537573,104.887934,Remork,18:26,6,4.68,16,22,18:48,3.19,1.5,0.0,5,High,Clear,485.51
1224,2026-02-17,11.5103,104.87334,11.554113,104.959165,Rickshaw,07:09,4,8.56,29,34,07:43,4.28,1.0,0.0,5,High,Cloudy,556.48
1225,2026-02-17,11.586582,104.952421,11.536846,104.911106,EV Car,12:55,3,6.09,20,19,13:14,3.95,1.0,0.0,5,Medium,Smog,49.67
1226,2026-02-17,11.535462,104.942947,11.547639,104.858736,EV Car,14:39,5,5.92,20,23,15:02,4.19,1.0,0.8,5,High,Clear,47.11
1227,2026-02-17,11.577349,104.866381,11.597779,104.963451,Rickshaw,07:26,12,4.75,16,25,07:51,2.56,1.1,0.0,5,Very High,Clear,345.39
1228,2026-02-17,11.547579,104.895778,11.609836,104.963307,Rickshaw,19:41,5,4.36,15,20,20:01,2.81,1.2,0.0,5,High,Cloudy,263.08
1229,2026-02-17,11.587713,104.880655,11.514745,104.860402,Remork,18:48,6,7.48,25,26,19:14,4.1,1.2,0.0,5,High,Cloudy,838.63
1230,2026-02-17,11.566062,104.938168,11.526604,104.905465,Remork,07:13,8,8.83,29,31,07:44,5.46,1.1,0.0,5,Very High,Clear,710.11
1231,2026-02-17,11.592747,104.962051,11.548214,104.925146,Rickshaw,18:49,4,8.4,28,32,19:21,4.1,1.1,0.95,4,Medium,Cloudy,619.11
1232,2026-02-17,11.533593,104.852125,11.528018,104.944305,Rickshaw,06:46,1,3.95,13,13,06:59,1.75,1.0,0.76,2,Low,Clear,246.41
1233,2026-02-17,11.545725,104.85326,11.560853,104.85099,Rickshaw,11:40,3,5.47,18,22,12:02,2.75,1.0,0.0,5,High,Clear,330.79
1234,2026-02-17,11.519851,104.916329,11.57272,104.957868,Remork,08:29,4,4.49,15,18,08:47,3.42,1.4,0.0,3,High,Clear,445.3
1235,2026-02-17,11.56054,104.937722,11.538755,104.850002,EV Car,15:48,3,5.93,20,23,16:11,4.51,1.0,0.0,5,Medium,Clear,25.18
1236,2026-02-17,11.567614,104.907823,11.562116,104.919905,Rickshaw,16:05,1,8.2,27,28,16:33,4.07,1.0,0.62,4,Low,Clear,547.93
1237,2026-02-17,11.524951,104.894546,11.552302,104.929138,Rickshaw,07:24,8,8.57,29,42,08:06,4.2,1.3,0.0,5,Very High,Clear,495.85
1238,2026-02-17,11.574708,104.853755,11.597224,104.902777,Rickshaw,13:58,5,10.91,36,44,14:42,8.88,1.5,0.0,5,High,Windy,769.55
1239,2026-02-17,11.607931,104.95445,11.532801,104.862513,Motor Dup,17:11,8,5.04,17,26,17:37,2.08,1.5,0.74,5,High,Cloudy,445.31
1240,2026-02-17,11.542741,104.955676,11.560066,104.910252,Remork,17:30,6,4.12,14,16,17:46,2.62,1.4,1.7,2,High,Cloudy,361.68
1241,2026-02-17,11.537236,104.914868,11.576922,104.951118,Remork,14:51,2,6.56,22,23,15:14,4.24,1.0,1.2,5,Medium,Cloudy,684.44
1242,2026-02-17,11.524973,104.883581,11.536841,104.877946,Rickshaw,13:48,6,5.57,19,22,14:10,3.43,1.3,1.89,4,Very High,Clear,309.16
1243,2026-02-17,11.545448,104.915756,11.521052,104.866567,Remork,16:35,5,7.96,27,29,17:04,6.23,1.4,0.68,5,Medium,Clear,908.24
1244,2026-02-17,11.580505,104.875381,11.590966,104.966374,EV Car,13:51,9,6.17,21,30,14:21,5.72,1.1,0.0,4,Very High,Clear,46.31
1245,2026-02-17,11.596114,104.871545,11.526629,104.911273,Rickshaw,16:38,5,5.53,18,22,17:00,3.02,1.3,0.0,5,Medium,Clear,438.18
1246,2026-02-17,11.567934,104.871869,11.558921,104.866529,Remork,18:34,5,7.78,26,31,19:05,5.75,1.3,0.0,5,High,Clear,678.34
1247,2026-02-17,11.557391,104.964808,11.513043,104.873933,Rickshaw,13:13,6,5.98,20,24,13:37,4.3,1.5,1.51,4,Very High,Cloudy,455.28
1248,2026-02-17,11.607729,104.943345,11.524175,104.882963,EV Car,08:19,6,10.0,33,35,08:54,12.3,1.5,0.0,5,High,Clear,62.91
1249,2026-02-17,11.530737,104.905239,11.584824,104.942498,EV Car,18:55,5,6.9,23,30,19:25,5.54,1.2,0.71,5,High,Cloudy,48.51
1250,2026-02-17,11.541652,104.964862,11.563473,104.957273,Rickshaw,18:24,6,3.26,11,15,18:39,1.55,1.1,0.0,5,High,Clear,189.41
1251,2026-02-17,11.517958,104.926821,11.513699,104.95787,Rickshaw,17:54,4,6.73,22,29,18:23,3.22,1.1,0.0,4,High,Windy,516.03
1252,2026-02-17,11.585285,104.880907,11.608265,104.870607,Rickshaw,06:31,4,6.13,20,25,06:56,3.44,1.2,0.0,5,Medium,Cloudy,309.28
1253,2026-02-17,11.570251,104.920379,11.583202,104.94852,Rickshaw,16:39,1,6.39,21,21,17:00,3.31,1.0,0.0,5,Low,Cloudy,422.63
1254,2026-02-17,11.519887,104.87745,11.532254,104.857949,Remork,15:42,3,5.95,20,19,16:01,4.33,1.4,0.0,4,Low,Clear,670.33
1255,2026-02-17,11.59231,104.896085,11.541695,104.855781,Rickshaw,17:57,5,3.27,11,16,18:13,1.52,1.1,0.0,5,High,Cloudy,177.61
1256,2026-02-17,11.590351,104.91061,11.550022,104.90644,Rickshaw,12:24,6,6.22,21,22,12:46,3.54,1.2,0.0,5,Very High,Smog,475.57
1257,2026-02-17,11.53762,104.930778,11.5826,104.918124,Rickshaw,08:49,5,5.03,17,18,09:07,2.79,1.3,0.0,4,High,Smog,370.83
1258,2026-02-17,11.573175,104.891832,11.545403,104.942918,Remork,17:47,8,6.21,21,29,18:16,4.51,1.3,0.54,4,Very High,Cloudy,595.44
1259,2026-02-17,11.583093,104.857809,11.582589,104.960168,Remork,07:18,4,4.24,14,14,07:32,3.74,1.5,0.78,3,High,Cloudy,363.37
1260,2026-02-17,11.522135,104.965692,11.550221,104.867704,EV Car,09:19,1,4.91,16,15,09:34,3.59,1.1,0.0,5,Low,Clear,33.72
1261,2026-02-17,11.561143,104.966069,11.594786,104.855801,Motor Dup,09:25,3,3.0,10,12,09:37,1.62,1.4,1.89,5,Medium,Windy,229.57
1262,2026-02-17,11.512819,104.857436,11.594661,104.867101,Rickshaw,07:41,7,5.33,18,24,08:05,2.29,1.2,0.0,3,Very High,Smog,320.89
1263,2026-02-17,11.564821,104.852604,11.577264,104.855138,Remork,11:06,3,7.34,24,22,11:28,3.38,1.0,0.0,5,Medium,Clear,707.17
1264,2026-02-17,11.580196,104.949151,11.539101,104.859751,Rickshaw,19:23,1,4.67,16,15,19:38,2.85,1.3,5.7,5,Low,Cloudy,357.97
1265,2026-02-17,11.516458,104.873345,11.549966,104.898213,Rickshaw,12:05,5,5.75,19,24,12:29,2.3,1.1,0.0,5,High,Cloudy,424.61
1266,2026-02-17,11.551691,104.876678,11.512225,104.887142,Motor Dup,13:15,5,3.26,11,11,13:26,1.53,1.4,0.0,4,High,Clear,271.69
1267,2026-02-17,11.591658,104.967795,11.565297,104.907161,EV Car,08:08,2,7.12,24,27,08:35,6.44,1.4,0.0,5,Medium,Clear,27.12
1268,2026-02-17,11.529752,104.934046,11.595157,104.869835,Remork,08:36,5,3.14,10,9,08:45,2.27,1.2,1.53,1,High,Cloudy,342.75
1269,2026-02-17,11.579079,104.889347,11.517078,104.855051,Remork,17:03,8,4.74,16,27,17:30,4.14,1.5,0.0,5,Very High,Cloudy,473.34
1270,2026-02-17,11.529144,104.915472,11.607738,104.862276,Remork,06:47,7,5.77,19,22,07:09,3.29,1.0,0.0,5,Very High,Clear,532.57
1271,2026-02-17,11.585526,104.875268,11.583235,104.917817,Rickshaw,20:21,2,4.08,14,15,20:36,1.66,1.0,1.0,5,Low,Clear,263.15
1272,2026-02-17,11.530576,104.941794,11.54494,104.882159,Rickshaw,06:37,4,4.52,15,22,06:59,3.19,1.3,4.01,5,High,Cloudy,297.14
1273,2026-02-17,11.563661,104.870915,11.514945,104.885655,Motor Dup,06:00,7,5.2,17,25,06:25,1.9,1.0,0.0,5,Very High,Cloudy,442.21
1274,2026-02-17,11.57013,104.918595,11.534245,104.941506,Motor Dup,07:51,3,1.55,5,14,08:05,0.66,1.5,0.0,5,High,Cloudy,121.19
1275,2026-02-17,11.551883,104.890872,11.537969,104.866408,Rickshaw,13:03,5,5.03,17,17,13:20,2.61,1.3,0.0,5,High,Clear,308.72
1276,2026-02-17,11.560371,104.960322,11.585437,104.882431,Remork,12:45,5,9.53,32,33,13:18,5.76,1.2,1.94,5,High,Clear,981.7
1277,2026-02-17,11.522426,104.969916,11.544519,104.935259,Remork,11:51,2,8.1,27,29,12:20,5.52,1.1,1.92,4,Low,Clear,745.43
1278,2026-02-17,11.537118,104.925499,11.527106,104.946234,Rickshaw,08:10,2,6.43,21,23,08:33,3.08,1.2,0.0,5,Low,Clear,397.83
1279,2026-02-17,11.541565,104.86655,11.529268,104.901913,EV Car,14:15,4,8.97,30,29,14:44,8.47,1.4,0.0,5,Medium,Cloudy,11.07
1280,2026-02-17,11.604443,104.953823,11.590037,104.950908,Rickshaw,08:51,6,8.8,29,35,09:26,5.72,1.2,1.05,5,High,Clear,669.05
1281,2026-02-17,11.542858,104.916472,11.586739,104.888671,Rickshaw,12:50,5,5.45,18,20,13:10,4.19,1.5,0.0,4,High,Clear,328.81
1282,2026-02-17,11.548445,104.955825,11.582615,104.962231,EV Car,13:28,6,8.28,28,31,13:59,9.45,1.5,0.56,4,Very High,Cloudy,53.54
1283,2026-02-17,11.569577,104.967942,11.545079,104.932938,Remork,20:29,5,6.99,23,23,20:52,4.98,1.5,0.0,3,Medium,Clear,818.13
1284,2026-02-17,11.569573,104.875685,11.532302,104.875608,Rickshaw,12:14,3,2.54,8,17,12:31,1.81,1.4,1.02,5,High,Clear,183.83
1285,2026-02-17,11.519498,104.902398,11.599456,104.895471,Rickshaw,08:03,5,6.02,20,24,08:27,3.09,1.3,0.0,5,High,Cloudy,345.26
1286,2026-02-17,11.584117,104.884959,11.522016,104.897853,Rickshaw,17:16,6,6.0,20,26,17:42,2.65,1.2,0.0,3,High,Cloudy,339.0
1287,2026-02-17,11.559634,104.941882,11.609906,104.942884,Rickshaw,06:22,2,8.87,30,32,06:54,4.96,1.2,0.0,5,Low,Smog,491.9
1288,2026-02-17,11.561016,104.903427,11.522549,104.884511,Rickshaw,22:56,3,8.01,27,27,23:23,3.09,1.0,1.76,5,Medium,Clear,571.49
1289,2026-02-17,11.526347,104.965241,11.537923,104.866186,Rickshaw,13:12,4,9.91,33,32,13:44,5.47,1.3,0.0,4,Medium,Cloudy,508.38
